학년,년,월,지문,input,output
고1,24년,6월,29,"The hunter-gatherer lifestyle, which can be described as “natural” to human beings, appears to have had much to recommend it. Examination of human remains from early hunter-gatherer societies has suggested that our ancestors enjoyed abundant food, obtainable without excessive effort, and suffered very few diseases. If this is true, it is not clear why so many humans settled in permanent villages and developed agriculture, growing crops and domesticating animals: cultivating fields was hard work, and it was in farming villages that epidemic diseases first took root. Whatever its immediate effect on the lives of humans, the development of settlements and agriculture undoubtedly led to a high increase in population density. This period, known as the New Stone Age, was a major turning point in human development, opening the way to the growth of the first towns and cities, and eventually leading to settled “civilizations.”","A. 적절한 주제와 요지를 고르세요
① Early hunter-gatherers suffered from constant food shortages and diseases.
② Settlements and agriculture led to fewer people living in close proximity. 
③ Agriculture required minimal effort compared to the hunter-gatherer lifestyle. 
④ Hunter-gatherer societies had limited food and suffered many diseases. 
⑤ The transition from hunter-gatherer societies to agriculture increased population density and led to the first cities. 
⑥ Permanent settlements did not lead to population growth. 
⑦ Hunter-gatherers had abundant food with little effort. 
⑧ The transition to agriculture became a turning point in human development and led to an established civilization. 
⑨ Epidemic diseases first appeared in farming villages. 
⑩ The Iron Age saw a significant shift in human population density. 
⑪ The Middle Ages were a turning point in agricultural development. 
⑫ Early human societies thrived near rivers and fertile land. 
⑬ Domestication of animals was crucial for early human societies. 

B. 적절한 제목을 고르세요
① Abundant Food and Low Disease in Early Settlements 
② The Natural Benefits of Agricultural Societies 
③ Settled Life: Easier Than Hunter-Gathering 
④ Agricultural Societies: A Decline in Population 
⑤ Villages Without Disease: The New Stone 
⑥ The New Stone Age: Transition to Settlements and Agriculture 
⑦ Hunter-Gatherer Communities: Precursors to Modern Civilizations 
⑧ The First Epidemic Diseases in Farming Villages 
⑨ The Ease of Village Life Compared to Hunter-Gathering
⑩ From Hunter-Gatherers to Agricultural Societies: A Turning Point in Human History 
⑪ The Spread of Disease in Hunter-Gatherer Communities 
⑫ The Simplicity of Farming Compared to Foraging
⑬ Agricultural Revolution: Catalyst of Human Development 



[Answer]
A. 5,8
B. 6,10,13"
고1,24년,6월,30,"Many human and non-human animals save commodities or money for future consumption. This behavior seems to reveal a preference of a delayed reward over an immediate one: the agent gives up some immediate pleasure in exchange for a future one. Thus the discounted value of the future reward should be greater than the un-discounted value of the present one. However, in some cases the agent does not wait for the envisioned occasion but uses their savings prematurely. For example, early in the year an employee might set aside money to buy Christmas presents but then spend it on a summer vacation instead. Such cases could be examples of weakness of will.  That is, the agents may judge or resolve to spend their savings in a certain way for the greatest benefit but then act differently when temptation for immediate pleasure appears","A. 적절한 주제와 요지를 고르세요
① Some animals store food for future use during scarcity. 
② Humans save money for various future needs, like vacations.
③ Immediate rewards are always preferred over delayed ones. 
④ Saving commodities can lead to wealth accumulation. 
⑤ Many animals save for future rewards, but sometimes show succumbing to immediate pleasure. 
⑥ Examples of weakness of will include spending savings prematurely. 
⑦ Financial planning helps manage future expenses effectively. 
⑧ Savings reveal a preference for delayed rewards, but they are shaken by immediate enjoyment and use their savings differently.  
⑨ Impulse buying can deplete savings rapidly. 
⑩ Long-term investments offer greater returns than short-term savings. 
⑪ Non-human animals rarely think about future rewards. 
⑫ Savings are typically used exactly as initially intended. 
⑬ Humans never give in to immediate temptation over future rewards. 

B. 적절한 제목을 고르세요
① Savings: Delayed Rewards Without Future Vision
② Immediate Gratification: The True Path to Financial Success 
③ The Challenge of Delayed Gratification: Savings and Impulse Spending 
④ Present Rewards Always Outweigh Future Savings 
⑤ Spending Now: The Key to Long-term Happiness
⑥ Sacrificing Long-term Goals for Instant Gratification 
⑦ Short-term Sacrifices: Ensuring Financial Stability Through Immediate Spending 
⑧ Understanding Savings and Consumption Behavior 
⑨ Investment Strategies: Prioritizing Long-term Gains Over Immediate Returns 
⑩ Budgeting: Managing Expenses and Savings for Maximum Benefit
⑪ Savings for Future Rewards vs Immediate Pleasure
⑫ Financial Planning: Balancing Short-term Desires with Long-term Goals 



[Answer]
A. 5,8
B. 3,8,11"
고1,24년,6월,31,"The costs of interruptions are well-documented. Martin Luther King Jr. lamented them when he described “that lovely poem that didn't get written because someone knocked on the door.” Perhaps the most famous literary example happened in 1797 when Samuel Taylor Coleridge started writing his poem Kubla Khan from a dream he had but then was visited by an unexpected guest. For Coleridge, by coincidence, the untimely visitor came at a particularly bad time. He forgot his inspiration and left the work unfinished. While there are many documented cases of sudden disruptions that have had significant consequences for professionals in critical roles such as doctors, nurses, control room operators, stock traders, and pilots, they also impact most of us in our everyday lives, slowing down work productivity and generally increasing stress levels.","A. 적절한 주제와 요지를 고르세요
① Interruptions have negligible effects on productivity and creativity.
② Sudden disruptions often boost professional performance.
③ Sudden disruptions have no significant consequences for professionals.
④ Interruptions often lead to the completion of creative works.
⑤ interruptions, like historically recorded cases, negatively affects people's work productivity.
⑥ Everyday tasks are less affected by interruptions.
⑦ Obstruction lowers people's productivity and causes stress.
⑧ Managing stress effectively is crucial for enhancing work productivity.
⑨ Professionals like doctors and pilots often face critical disruptions.
⑩ Historical examples show many literary works remain unfinished for various reasons.
⑪ Professionals and creatives typically thrive when faced with unexpected interruptions.
⑫ The role of inspiration in completing literary works is significant.

B. 적절한 제목을 고르세요
① Samuel Taylor Coleridge's incomplete works due to interruptions.
② The famous poem “Kubla Khan” and its unfinished status.
③ The effects of inspiration loss on famous literary works.
④ The role of visitors in the creation of literary pieces.
⑤ The impact of interruptions on productivity and stress levels.
⑥ Professional challenges faced by doctors, nurses, and control room operators.
⑦ The influence of external factors on creative writing.
⑧ Coleridge's dreams and their impact on his writing.
⑨ Famous and everyday examples of the cost of interruptions.
⑩ Impact of interruptions on doctors and nurses.
⑪ The Unfinished Poems of Great Writers
⑫ The Costs of Interruptions on Creativity and Productivity



[Answer]
A. 5,7
B. 5,9,12"
고1,24년,6월,32,"There's a lot of scientific evidence demonstrating that focused attention leads to the reshaping of the brain. In animals rewarded for noticing sound (to hunt or to avoid being hunted for example), we find much larger auditory centers in the brain. In animals rewarded for sharp eyesight, the visual areas are larger.  Brain scans of violinists provide more evidence, showing dramatic growth and expansion in regions of the cortex that represent the left hand, which has to finger the strings precisely, often at very high speed. Other studies have shown that the hippocampus, which is vital for spatial memory, is enlarged in taxi drivers. The point is that the physical architecture of the brain changes according to where we direct our attention and what we practice doing.","A. 적절한 주제와 요지를 고르세요
① Brain architecture changes due to musical preferences and listening habits.
② Learning new skills changes emotional processing centers in the brain. 
③ Violinists' brains show growth in regions representing the left hand. 
④ The brain changes based on concentrated attention and practice. 
⑤ Taxi drivers have an enlarged hippocampus due to spatial memory demands. 
⑥ Brain plasticity is influenced by diet and nutrition. 
⑦ Directed attention and practice reconstruct specific brain regions. 
⑧ Environmental changes impact cognitive development in animals.
⑨ Animals with sharp hearing show increased brain activity during feeding.
⑩ Memory exercises lead to changes in the brain's learning centers. 
⑪ Attention and practice reshape the brain's physical architecture. 
⑫ Meditation practices enhance mental focus without altering brain architecture. 

B. 적절한 제목을 고르세요
① Enlarged Hippocampus in Musicians and Artists 
② Brain Regions Remain Constant Regardless of Activity 
③ The Brain's Response to Emotional Stimuli 
④ Neural Changes Linked to Social Interactions 
⑤ Cognitive Development Through Play and Recreation 
⑥ Brain Plasticity in Learning New Languages 
⑦ The Impact of Focused Practice on Brain Structure 
⑧ How Meditation Reshapes Neural Pathways 
⑨ Directed Attention Weakens Brain Regions 
⑩ Intensive attention changes the brain structure 
⑪ Practice Reduces Neural Growth 
⑫ Auditory Enhancements in Prey Animals 
⑬ Emotional Intelligence and Neural Growth



[Answer]
A. 4,7,11
B. 7,10"
고1,24년,6월,33,"How did the human mind evolve? One possibility is that competition and conflicts with other human tribes caused our brains to evolve the way they did. A human tribe that could out-think its enemies, even slightly, possessed a vital advantage.  The ability of your tribe to imagine and predict where and when a hostile enemy tribe might strike, and plan accordingly, gives your tribe a significant military advantage. The human mind became a weapon in the struggle for survival, a weapon far more decisive than any before it. And this mental advantage was applied, over and over, within each succeeding generation.   The tribe that could out-think its opponents was more likely to succeed in battle and would then pass on the genes responsible for this mental advantage to its offspring. You and I are the descendants of the winners.
","A. 적절한 주제와 요지를 고르세요
① Human brains evolved due to agriculture advancements and food surplus management. 
② Human brains evolved through cooperation and harmony with other human tribes. 
③ Human brains evolved primarily due to solitary survival tactics in isolated environments. 
④ Human brains evolved by avoiding conflicts with other tribes. 
⑤ Competition and conflict evolved the human mind.
⑥ Human brains evolved from constant adaptation to new habitats and climates. 
⑦ Evolution of the human mind due to biological mutations and random genetic changes. 
⑧ Tribes that predicted enemy movements survived better. 
⑨ Evolution of human communication due to social interactions. 
⑩ The human brain was developed through competition with tribes and passed down to the next generation. 
⑪ Human brains evolved to prioritize physical strength over mental capabilities. 
⑫ Human brains evolved through peaceful cohabitation with predators.

B. 적절한 제목을 고르세요
① Predicting Natural Disasters: How Early Humans Survived 
② Evolution of Language in Human Tribes 
③ Evolution of Human Mental Ability through Competition 
④ Human Mind Evolution: Cooperation Over Competition 
⑤ Outthinking Rivals: The Key to Human Brain Evolution 
⑥ Peaceful Coexistence: The True Driver of Human Brain Evolution 
⑦ Mental Warfare: Predicting Enemy Movements 
⑧ Communication Skills and Tribal Success
⑨ Evolution of Human Mental Ability through Competition 
⑩ Hunting Techniques: Enhancing Human Cognitive Skills 
⑪ The Brain's Evolution Through Harmony and Unity
⑫ Military Strategy: Early Human Cognitive Advantages 



[Answer]
A. 5,10
B. 5,9"
고1,24년,6월,34,"To find the hidden potential in teams, instead of brainstorming, we‘re better off shifting to a process called brainwriting. The initial steps are solo. You start by asking everyone to generate ideas separately. Next, you pool them and share them anonymously among the group. To preserve independent judgment, each member evaluates them on their own. Only then does the team come together to select and refine the most promising options. By developing and assessing ideas individually before choosing and elaborating them, teams can surface and advance possibilities that might not get attention otherwise. This brainwriting process makes sure that all ideas are brought to the table and all voices are brought into the conversation. It is especially effective in groups that struggle to achieve collective intelligence.","A. 적절한 주제와 요지를 고르세요
① Anonymously sharing ideas helps to preserve independent judgment in teams. 
② Open dialogue in teams improves the quality and diversity of ideas generated. 
③ Collective idea refinement is more important than individual contributions. 
④ Brainwriting enhances the team's potential through individual idea generation and evaluation. 
⑤ Teams function better without anonymous idea sharing. 
⑥ Independent idea generation hinders team progress and innovation. 
⑦ Brainstorming sessions should begin with group discussions before individual idea generation. 
⑧ Collective decision-making is more effective than independent idea development. 
⑨ Group collaboration from the start leads to better idea generation. 
⑩ Brainwriting advances the team's potential by reflecting all opinions in the conversation. 
⑪ Pooling ideas anonymously improves group dynamics but may limit innovation. 
⑫ Evaluating ideas in a group helps avoid bias in decision-making.
⑬ Independent idea generation is effective only in small teams. 

B. 적절한 제목을 고르세요
① Maximizing Team Innovation with Silent Brainstorming
② Independent Judgment in Idea Evaluation
③ Open Discussion for Creative Ideas
④ Brainwriting to choose the best option 
⑤ Brainstorming: The Best Method for Teams 
⑥ Anonymous Feedback in Idea Generation
⑦ Maximizing Team Potential through Brainwriting 
⑧ Team Discussions Trump Individual Efforts 
⑨ Independent Brainstorming for Collective Success 
⑩ Brainwriting to reflect all opinions
⑪ Relying on Group Discussions 
⑫ Team Collaboration on Final Selections 



[Answer]
A. 4,10
B. 4,7,10"
고1,24년,6월,35,"Simply giving employees a sense of agency ― a feeling that they are in control, that they have genuine decision-making authority ― can radically increase how much energy and focus they bring to their jobs.  One 2010 study at a manufacturing plant in Ohio, for instance, carefully examined assembly-line workers who were empowered to make small decisions about their schedules and work environment. They designed their own uniforms and had authority over shifts while all the manufacturing processes and pay scales stayed the same. Within two months, productivity at the plant increased by 20 percent, with workers taking shorter breaks and making fewer mistakes. Giving employees a sense of control improved how much self-discipline they brought to their jobs.
","A. 적절한 주제와 요지를 고르세요
① Changing pay scales improves employee productivity and job satisfaction. 
② Scheduling flexibility is the key to employee motivation. 
③ Micromanaging workers leads to higher productivity and fewer mistakes.
④ Limiting decision-making authority boosts employee self-discipline. 
⑤ Giving employees control improves productivity and concentration.
⑥ Offering financial incentives improves worker productivity and focus. 
⑦ Providing training opportunities boosts employees' self-discipline and output. 
⑧ Shorter breaks lead to higher productivity in manufacturing plants. 
⑨ Flexible work hours enhance employee job satisfaction and output. 
⑩ Giving employees control over their work environment enhances productivity.
⑪ Workplace wellness programs improve employee productivity and health. 
⑫ The feeling that you have control improves the work efficiency of your employees. 
⑬ Remote work options increase employee engagement and productivity. 

B. 적절한 제목을 고르세요
① Strict Management Increases Employee Productivity 
② Lack of Decision-Making Lowers Mistake Rates
③ Reduced Control Enhances Worker Focus and Energy
④ Giving Control to Workers Boosts Performance and Reduces Errors 
⑤ Increased Break Times Improve Worker Morale 
⑥ Centralized Decision-Making Improves Worker Efficiency 
⑦ Employee Training Programs Increase Productivity 
⑧ Empowerment leads to better productivity and self-discipline 
⑨ Team Collaboration Boosts Manufacturing Output
⑩ Custom Uniforms Improve Worker Comfort 
⑪ Decision-Making Skills in Corporate Leadership 
⑫ Empowerment Improves Employee Retention Rates 



A. 5,10,12
B. 4,8"
고1,24년,6월,36,"As businesses shift some core business activities to digital, such  as sales, marketing, or archiving, it is assumed that the impact on the environment will be less negative. However, digital business activities can still threaten the environment. In some cases, the harm of digital businesses can be even more hazardous. A few decades ago, offices used to have much more paper waste since all documents were paper based. When workplaces shifted from paper to digital documents, invoices, and emails, it was a promising step to save trees.   However, the cost of the Internet and electricity for the environment is neglected. A recent Wired report declared that most data centers’ energy source is fossil fuels. When we store bigger data on clouds, increased carbon emissions make our green clouds gray. The carbon footprint of an email is smaller than mail sent via a post office, but still, it causes four grams of CO₂, and it can be as much as 50 grams if the attachment is big.
","A. 적절한 주제와 요지를 고르세요
① Cloud storage is efficient and eco-friendly. 
② Paperless offices are the ultimate solution for environmental sustainability.
③ The environmental cost of digital businesses is negligible.
④ Digital activities can harm the environment despite reduced paper use.
⑤ Cloud computing reduces carbon emissions significantly. 
⑥ Renewable energy sources power most data centers. 
⑦ Digital transformation in businesses still poses environmental threats.
⑧ Renewable energy can replace fossil fuels. 
⑨ Technological progress negates digital business's environmental harm. 
⑩ The transition to digital may be considered eco-friendly, but it is still harmful to the environment. 
⑪ Internet and electricity use in businesses have minimal environmental impact.
⑫ Digital businesses mainly rely on green energy. 

B. 적절한 제목을 고르세요
① How Emails Revolutionized Business Correspondence 
② Digital Sales Strategies and Their Business Impact
③ Digital Businesses: A Guaranteed Path to Environmental Sustainability 
④ The Environmental Impact of Digital Business Activities 
⑤ Digital Shifts: Unquestionably Beneficial for Nature 
⑥ Green Technology in Modern Workplaces
⑦ Sustainable Digital Marketing Practices
⑧ Digital Archiving Techniques and Their Evolution 
⑨ Digital Activities: Reducing Carbon Footprints 
⑩ Digital Transformation: An Unseen Environmental Hazard 
⑪ Green Clouds: The Ultimate Solution for Sustainability 
⑫ Digital Business: Hidden Environmental Costs
⑬ Technological Advances in Business Communication 



[Answer]
A. 4,7,10
B. 4,10,12"
고1,24년,6월,37,"Problems often arise if an exotic species is suddenly introduced to an ecosystem. Britain’s red and grey squirrels provide a clear example. When the grey arrived from America in the 1870s, both squirrel species competed for the same food and habitat, which put the native red squirrel populations under pressure. The grey had the edge because it can adapt its diet; it is able, for instance, to eat green acorns, while the red can only digest mature acorns. Within the same area of forest, grey squirrels can destroy the food supply before red squirrels even have a bite. Greys can also live more densely and in varied habitats, so have survived more easily when woodland has been destroyed. As a result, the red squirrel has come close to extinction in England.","A. 적절한 주제와 요지를 고르세요
① Habitat destruction favors native species.
② Red squirrels outcompete greys for food. 
③ Red squirrels can adapt their diet to various food sources. 
④ Exotic species introduction impacts native populations.
⑤ Grey squirrels struggle to survive in diverse habitats. 
⑥ Exotic species introduction stabilizes native ecosystems. 
⑦ Red squirrels benefit from the presence of grey squirrels. 
⑧ Red squirrels can't digest green acorns. 
⑨ Inflows of foreign species may adversely affect native species.
⑩ Invasive species helping local wildlife to thrive. 
⑪ Grey squirrels aid in the survival of red squirrels. 
⑫ The introduction of exotic species threatens native ecosystems.
⑬ Red squirrels are more adaptable than grey squirrels.

B. 적절한 제목을 고르세요
① Adaptations in Squirrel Diets 
② Red Squirrels Thriving Despite Grey Squirrels' Presence 
③ Grey Squirrels' Decline Due to Competition with Reds 
④ Red Squirrels' Dietary Limitations 
⑤ Grey Squirrels' Habitat Versatility
⑥ Consequences of Introducing Grey Squirrels to British Ecosystems
⑦ Successful Coexistence of Red and Grey Squirrels
⑧ Increase in Red Squirrel Populations After Grey Squirrel Introduction 
⑨ Invasive Grey Squirrels and Their Impact on Native Red Squirrels
⑩ Evolutionary Advantages of Flexible Diets
⑪ Impact of Habitat Destruction on Local Wildlife 



[Answer]
A. 4,9,12
B. 6,9"
고1,24년,6월,38,"Growing crops forced people to stay in one place. Hunter- gatherers typically moved around frequently, and they had to be able to carry all their possessions with them every time they moved. In particular, mothers had to carry their young children. As a result, hunter-gatherer mothers could have only one baby every four years or so, spacing their births so that they never had to carry more than one child at a time. Farmers, on the other hand, could live in the same place year  after year and did not have to worry about transporting young   children long distances. Societies that settled down in one place were able to shorten their birth intervals from four years to about two. This meant that each woman could have more children than her hunter-gatherer counterpart, which in turn resulted in rapid population growth among farming communities. An increased population was actually an advantage to agricultural societies, because farming required large amounts of human labor.","A. 적절한 주제와 요지를 고르세요
① Farmers had fewer children because they needed fewer laborers. 
② Hunter-gatherer societies had rapid population growth due to mobility. 
③ Farming societies moved frequently, hindering population growth.
④ The settlement in an agrarian society caused the population to surge. 
⑤ Hunter-gatherers had shorter birth intervals than farmers. 
⑥ Settled farming societies had rapid population growth due to shorter birth intervals.
⑦ Settled societies thrived due to advancements in animal domestication.
⑧ Mobility in hunter-gatherer life led to technological innovations.
⑨ Hunter-gatherer mobility limited birth rates, while farming promoted larger families.
⑩ Agricultural societies needed large amounts of human labor. 
⑪ Farmers didn't need to carry their young children long distances. 
⑫ Farming increased food production and technological advances. 
⑬ Hunter-gatherer diets were more varied than those of farmers.

B. 적절한 제목을 고르세요
① The Mobility of Hunter-Gatherer Societies 
② The Impact of Nomadic Lifestyle on Culture 
③ Nomadic Life Led to Rapid Population Growth 
④  Impact of Agriculture on Population Growth in Early Societies 
⑤ Hunter-Gatherers Had More Children than Farmers 
⑥ Birth Intervals Among Early Farmers 
⑦ The Impact of Agricultural Settlements on Human Reproductive Patterns and Population Growth 
⑧ Labor Demands in Early Agricultural Societies 
⑨ The Role of Women in Early Agricultural Societies 
⑩ The Tools and Techniques of Early Farmers 
⑪ Farming and Population Dynamics in Early Human Societies 
⑫ Increased Mobility of Farming Communities 



[Answer]
A. 4,6,9
B. 4,7,11"
고1,24년,6월,39,"Spending time as children allows animals to learn about their environment. Without childhood, animals must rely more fully on hardware, and therefore be less flexible. Among migratory bird species, those that are born knowing how, when, and where to migrate — those that are migrating entirely with instructions they were born with — sometimes have very inefficient migration routes. These birds, born knowing how to migrate, don’t adapt easily. So when lakes dry up, forest becomes farmland, or climate change pushes breeding grounds farther north, those birds that are born knowing how to migrate keep flying by the old rules and maps. By comparison, birds with the longest childhoods, and those    that migrate with their parents, tend to have the most efficient   migration routes. Childhood facilitates the passing on of cultural information, and culture can evolve faster than genes. Childhood gives flexibility in a changing world.","A. 적절한 주제와 요지를 고르세요
① Birds with shorter childhoods have more efficient migration routes. 
② Climate change does not affect birds with innate migration routes. 
③ Birds born knowing how to migrate adapt well to environmental changes. 
④ Cultural information is less important than genetic instructions for migration. 
⑤ Learning during childhood enables birds to adapt to changing environments. 
⑥ Birds adapt migration routes solely through individual trial and error. 
⑦ Childhood provides genetic information rather than cultural information.
⑧ Some birds are born knowing their migration routes. 
⑨ Environmental changes affect bird migration patterns. 
⑩ Migration efficiency depends on environmental conditions.
⑪ Cultural transmission during childhood leads to better adaptation in migratory birds. 
⑫ Flexibility in migration is achieved only through physical adaptation. 
⑬ Migration efficiency varies among different bird species. 

B. 적절한 제목을 고르세요
① Birds Born with Inherent Migration Skills 
② Childhood Limits Flexibility in Migration
③ Inborn Migration Routes are Superior 
④ Flexibility Through Childhood in Bird Migration 
⑤ Birds with Short Childhoods Adapt Best 
⑥ Lifelong Learning Enhances Survival Skills 
⑦ The Role of Play in Animal Learning 
⑧ Childhood’s Role in Efficient Bird Migration 
⑨ Seasonal Changes and Bird Behavior 
⑩ the adaptive benefits of childhood 
⑪ Instinctive Patterns in Wildlife 
⑫ Changes in Migration Due to Climate 
⑬ Fixed Migration Routes Are Optimal 



[Answer]
A. 5,11
B. 4,8,10"
고1,24년,6월,40,"Over the last several decades, scholars have developed standards for how best to create, organize, present, and preserve digital information for future generations. What has remained neglected for the most part, however, are the needs of people with disabilities. As a result, many of the otherwise most valuable digital resources are useless for people who are deaf or hard of hearing, as well as for people who are blind, have low vision, or have difficulty distinguishing particular colors. While professionals working in educational technology and commercial web design have made significant progress in meeting the needs of such users, some scholars creating digital projects all too often fail to take these needs into account. This situation would be much improved if more projects embraced the idea that we should always keep the largest possible audience in mind as we make design decisions, ensuring that our final product serves the needs of those with disabilities as well as those without.","A. 적절한 주제와 요지를 고르세요
① Scholars have perfected inclusive design in digital projects. 
② Ensuring digital security is more important than making resources accessible.
③ Preserving digital information is more crucial than meeting accessibility standards. 
④ Digital projects need to consider accessibility for all users.
⑤ Web designers have made digital content accessible for people with low vision.
⑥ Improving digital literacy among older adults enhances digital resource usage. 
⑦ When designing a digital project, the needs of all users should be considered. 
⑧ Enhancing mobile compatibility of digital resources boosts accessibility. 
⑨ Progress in digital resources is driven entirely by educational technology. 
⑩ Digital projects should focus on speed and efficiency over user needs.
⑪ Scholars have ensured digital content is accessible for the deaf community. 
⑫ Educational technology professionals focus on users who are deaf or hard of hearing. 

B. 적절한 제목을 고르세요
① Advances in Digital Archiving Techniques 
② Digital Resources Perfectly Serve People with Disabilities 
③ The Evolution of Digital Resource Management
④ Color Distinction Issues in Digital Projects 
⑤ Web Design Innovations for the Blind 
⑥ The Overlooked Voices in Digital Design
⑦ Addressing Low Vision in Digital Media 
⑧ Technological Solutions for Remote Education 
⑨ Digital Preservation for Future Generations 
⑩ Accessibility Issues Are Overstated
⑪ The necessity of designing digital resources with consideration for users with disabilities.
⑫ Technology Naturally Caters to Disabilities 



[Answer]
A. 4,7
B. 6,11"
고1,24년,6월,41,"All humans, to an extent, seek activities that cause a degree of pain in order to experience pleasure, whether this is found in spicy food, strong massages, or stepping into a too­cold or too­hot bath. The key is that it is a ‘safe threat’. The brain perceives the stimulus to be painful but ultimately non­threatening. Interestingly, this could be similar to the way humor works: a ‘safe threat’ that causes pleasure by playfully violating norms. We feel uncomfortable, but safe. In this context, where  survival is clearly not in danger, the desire for pain is actually the desire for a reward, not suffering or punishment. This reward­like effect comes from the feeling of mastery over the pain.  The closer you look at your chilli­eating habit, the more remarkable it seems. When the active ingredient of chillies —  capsaicin — touches the tongue, it stimulates exactly the same receptor that is activated when any of these tissues are burned.  Knowing that our body is firing off danger signals, but that we are actually completely safe, produces pleasure. All children start off hating chilli, but many learn to derive pleasure from it through repeated exposure and knowing that they will never experience any real harm. Interestingly, seeking pain for the pain itself appears to be uniquely human. The only way scientists have trained animals to have a preference for chilli or to self­harm is to have the pain always directly associated with a pleasurable reward.","A. 적절한 주제와 요지를 고르세요
① Humans avoid activities that cause any degree of pain for pleasure. 
② The brain cannot differentiate between safe and dangerous threats. 
③ Painful yet safe experiences provide pleasure through a sense of mastery.
④ Repeated exposure to unpleasant stimuli leads to numbness, not pleasure. 
⑤ Children can learn to enjoy spicy foods over time. 
⑥ Capsaicin in chillies activates pain receptors similarly to burns.
⑦ We seek pain because we get pleasure through safe danger. 
⑧ Seeking pain in activities is primarily about enduring discomfort for no reason. 
⑨ Painful experiences are avoided to maintain mental and physical health. 
⑩ Engaging in painful activities is a form of self-punishment. 
⑪ Humans seek safe threats for pleasure, like spicy food.
⑫ The body's reaction to pain is purely a survival instinct, not pleasure. 
⑬ Humor provides relief by completely avoiding discomfort and pain. 

B. 적절한 제목을 고르세요
① The Danger of Pain: Why Humans Avoid It 
② Finding joy in enduring physical pain as a test of strength. 
③ The Paradox of Pain: How Safe Threats Bring Pleasure 
④ Avoiding Discomfort: How Humans Seek Only Pleasure 
⑤ Capsaicin: The Surprising Effects of Chilli 
⑥ Children's Aversion to Spicy Food and Its Evolution 
⑦ The Hidden Benefits of Eating Spicy Food
⑧ Avoiding Pain: The True Human Instinct 
⑨ Safe Discomfort: How Humans Find Pleasure in Pain
⑩ Seeking Pleasure: The Aversion to Any Discomfort
⑪ The Dangers of Spicy Food and How to Avoid Them 
⑫ Capsaicin and Its Effects on the Human Body 
⑬ The Pleasure in Pain: Understanding Safe Threats 



[Answer]
A. 3,7,11
B. 3,9,13"
